UID,Name,Frei_MVA,Belegt_MVA,Breite,Länge,Bundesland,Betreiber,Kontakt,Webseite,Wind_ms,Solar_kWh
420,UW LIESING 10KV,31.86,0.75,48.143893,16.2869,Wien,Wiener Netze GmbH,"nts-b@wienernetze.at, +43 050128 0",https://www.wienernetze.at/o/document/uw_kapazitaeten,22.59,1335.2
421,UW LIESING 20KV,70.39,1.61,48.143893,16.288241,Wien,Wiener Netze GmbH,"nts-b@wienernetze.at, +43 050128 0",https://www.wienernetze.at/o/document/uw_kapazitaeten,22.59,1335.2
422,UW MARIAHILF,77.14,0.69,48.194624,16.344534,Wien,Wiener Netze GmbH,"nts-b@wienernetze.at, +43 050128 0",https://www.wienernetze.at/o/document/uw_kapazitaeten,22.83,1323.1
423,UW MESSE,35.17,1.33,48.213558,16.413056,Wien,Wiener Netze GmbH,"nts-b@wienernetze.at, +43 050128 0",https://www.wienernetze.at/o/document/uw_kapazitaeten,22.83,1323.1
424,UW MICHELBEUERN,78.56,0.03,48.223739,16.356275,Wien,Wiener Netze GmbH,"nts-b@wienernetze.at, +43 050128 0",https://www.wienernetze.at/o/document/uw_kapazitaeten,22.83,1323.1
425,UW NEUBADGASSE,79.13,0.0,48.209027,16.366233,Wien,Wiener Netze GmbH,"nts-b@wienernetze.at, +43 050128 0",https://www.wienernetze.at/o/document/uw_kapazitaeten,22.83,1323.1
426,UW NORD,63.58,0.59,48.284519,16.425961,Wien,Wiener Netze GmbH,"nts-b@wienernetze.at, +43 050128 0",https://www.wienernetze.at/o/document/uw_kapazitaeten,22.43,1320.4
427,UW OTTAKRING,68.76,0.12,48.213161,16.302539,Wien,Wiener Netze GmbH,"nts-b@wienernetze.at, +43 050128 0",https://www.wienernetze.at/o/document/uw_kapazitaeten,23.66,1317.7
428,UW PENZING,73.03,0.31,48.21644,16.228795,Wien,Wiener Netze GmbH,"nts-b@wienernetze.at, +43 050128 0",https://www.wienernetze.at/o/document/uw_kapazitaeten,24.52,1322.0
429,UW SCHMELZ,76.44,0.71,48.196062,16.321938,Wien,Wiener Netze GmbH,"nts-b@wienernetze.at, +43 050128 0",https://www.wienernetze.at/o/document/uw_kapazitaeten,22.83,1323.1
430,UW SCHWECHAT,19.55,0.21,48.166053,16.428005,Wien,Wiener Netze GmbH,"nts-b@wienernetze.at, +43 050128 0",https://www.wienernetze.at/o/document/uw_kapazitaeten,22.83,1323.1
431,UW SIMMERING,96.17,1.19,48.163361,16.466646,Wien,Wiener Netze GmbH,"nts-b@wienernetze.at, +43 050128 0",https://www.wienernetze.at/o/document/uw_kapazitaeten,22.48,1337.8
432,UW SPEISING,62.97,0.65,48.176764,16.254778,Wien,Wiener Netze GmbH,"nts-b@wienernetze.at, +43 050128 0",https://www.wienernetze.at/o/document/uw_kapazitaeten,24.52,1322.0
433,UW STADLAU 10KV,23.33,0.61,48.222512,16.48338,Wien,Wiener Netze GmbH,"nts-b@wienernetze.at, +43 050128 0",https://www.wienernetze.at/o/document/uw_kapazitaeten,22.07,1328.5
434,UW STADLAU 20KV,58.4,3.43,48.222512,16.484721,Wien,Wiener Netze GmbH,"nts-b@wienernetze.at, +43 050128 0",https://www.wienernetze.at/o/document/uw_kapazitaeten,22.07,1328.5
435,UW SÜD,69.14,0.53,48.169887,16.311806,Wien,Wiener Netze GmbH,"nts-b@wienernetze.at, +43 050128 0",https://www.wienernetze.at/o/document/uw_kapazitaeten,22.59,1335.2
436,UW SÜDOST,28.15,1.18,48.13917,16.479094,Wien,Wiener Netze GmbH,"nts-b@wienernetze.at, +43 050128 0",https://www.wienernetze.at/o/document/uw_kapazitaeten,22.48,1337.8
437,UW WÄHRING,71.32,0.27,48.235544,16.318714,Wien,Wiener Netze GmbH,"nts-b@wienernetze.at, +43 050128 0",https://www.wienernetze.at/o/document/uw_kapazitaeten,23.66,1317.7
438,UW WEIßGERBER,75.88,0.95,48.158257,16.400997,Wien,Wiener Netze GmbH,"nts-b@wienernetze.at, +43 050128 0",https://www.wienernetze.at/o/document/uw_kapazitaeten,22.83,1323.1
439,UW WEST,54.79,2.14,48.19433,16.391028,Wien,Wiener Netze GmbH,"nts-b@wienernetze.at, +43 050128 0",https://www.wienernetze.at/o/document/uw_kapazitaeten,22.83,1323.1
440,UW WIENERBERG,37.23,0.08,48.215277,16.24642,Wien,Wiener Netze GmbH,"nts-b@wienernetze.at, +43 050128 0",https://www.wienernetze.at/o/document/uw_kapazitaeten,24.52,1322.0
441,UW ZEDLITZHALLE,79.43,0.0,48.208369,16.372242,Wien,Wiener Netze GmbH,"nts-b@wienernetze.at, +43 050128 0",https://www.wienernetze.at/o/document/uw_kapazitaeten,22.83,1323.1
